"phenotype","phenotype_sub","phenotype_sex","sgg_phesant_name","description","variable_type","SGG_available","phesant_processed","sgg_file","downloaded","category","define_category","v2_exists","v2_downloaded"
"20001_99999","20001","both","20001_99999","Cancer code, self-reported: unclassifiable","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","YES","disease","FALSE","FALSE","NA"
"20001_1034","20001","both","20001_1034","Cancer code, self-reported: kidney/renal cell cancer","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","YES","disease","FALSE","FALSE","NA"
"20001_1068","20001","both","20001_1068","Cancer code, self-reported: sarcoma/fibrosarcoma","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","YES","disease","FALSE","FALSE","NA"
"20001_1017","20001","both","20001_1017","Cancer code, self-reported: oesophageal cancer","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","YES","disease","FALSE","FALSE","NA"
"20001_1055","20001","both","20001_1055","Cancer code, self-reported: chronic lymphocytic","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","YES","disease","FALSE","FALSE","NA"
"20001_1065","20001","both","20001_1065","Cancer code, self-reported: thyroid cancer","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","YES","disease","FALSE","FALSE","NA"
"20001_1063","20001","both","20001_1063","Cancer code, self-reported: primary bone cancer","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","YES","disease","FALSE","FALSE","NA"
"20001_1023","20001","both","20001_1023","Cancer code, self-reported: rectal cancer","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","YES","disease","FALSE","FALSE","NA"
"20001_1011","20001","both","20001_1011","Cancer code, self-reported: tongue cancer","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","YES","disease","FALSE","FALSE","NA"
"20001_1024","20001","both","20001_1024","Cancer code, self-reported: liver/hepatocellular cancer","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1485","20002","both","20002_1485","Non-cancer illness code, self-reported: irregular heart beat","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1065","20002","both","20002_1065","Non-cancer illness code, self-reported: hypertension","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1456","20002","both","20002_1456","Non-cancer illness code, self-reported: malabsorption/coeliac disease","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1113","20002","both","20002_1113","Non-cancer illness code, self-reported: emphysema/chronic bronchitis","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1452","20002","both","20002_1452","Non-cancer illness code, self-reported: eczema/dermatitis","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1111","20002","both","20002_1111","Non-cancer illness code, self-reported: asthma","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1136","20002","both","20002_1136","Non-cancer illness code, self-reported: liver/biliary/pancreas problem","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1311","20002","both","20002_1311","Non-cancer illness code, self-reported: spine arthritis/spondylitis","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1226","20002","both","20002_1226","Non-cancer illness code, self-reported: hypothyroidism/myxoedema","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1473","20002","both","20002_1473","Non-cancer illness code, self-reported: high cholesterol","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1223","20002","both","20002_1223","Non-cancer illness code, self-reported: type 2 diabetes","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1078","20002","both","20002_1078","Non-cancer illness code, self-reported: heart valve problem/heart murmur","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1075","20002","both","20002_1075","Non-cancer illness code, self-reported: heart attack/myocardial infarction","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1668","20002","both","20002_1668","Non-cancer illness code, self-reported: allergy to house dust mite","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1220","20002","both","20002_1220","Non-cancer illness code, self-reported: diabetes","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1286","20002","both","20002_1286","Non-cancer illness code, self-reported: depression","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1265","20002","both","20002_1265","Non-cancer illness code, self-reported: migraine","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1561","20002","both","20002_1561","Non-cancer illness code, self-reported: raynaud's phenomenon/disease","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1374","20002","both","20002_1374","Non-cancer illness code, self-reported: allergy/hypersensitivity/anaphylaxis","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1398","20002","both","20002_1398","Non-cancer illness code, self-reported: pneumonia","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1261","20002","both","20002_1261","Non-cancer illness code, self-reported: multiple sclerosis","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1466","20002","both","20002_1466","Non-cancer illness code, self-reported: gout","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1117","20002","both","20002_1117","Non-cancer illness code, self-reported: other respiratory problems","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1465","20002","both","20002_1465","Non-cancer illness code, self-reported: osteoarthritis","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1278","20002","both","20002_1278","Non-cancer illness code, self-reported: cataract","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1074","20002","both","20002_1074","Non-cancer illness code, self-reported: angina","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1222","20002","both","20002_1222","Non-cancer illness code, self-reported: type 1 diabetes","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1463","20002","both","20002_1463","Non-cancer illness code, self-reported: ulcerative colitis","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1387","20002","both","20002_1387","Non-cancer illness code, self-reported: hayfever/allergic rhinitis","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1439","20002","both","20002_1439","Non-cancer illness code, self-reported: hiv/aids","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1474","20002","both","20002_1474","Non-cancer illness code, self-reported: hiatus hernia","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1471","20002","both","20002_1471","Non-cancer illness code, self-reported: atrial fibrillation","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1478","20002","both","20002_1478","Non-cancer illness code, self-reported: cervical spondylosis","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1453","20002","both","20002_1453","Non-cancer illness code, self-reported: psoriasis","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1197","20002","both","20002_1197","Non-cancer illness code, self-reported: kidney stone/ureter stone/bladder stone","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1162","20002","both","20002_1162","Non-cancer illness code, self-reported: cholelithiasis/gall stones","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1247","20002","both","20002_1247","Non-cancer illness code, self-reported: meningitis","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_99999","20002","both","20002_99999","Non-cancer illness code, self-reported: unclassifiable","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1470","20002","both","20002_1470","Non-cancer illness code, self-reported: anorexia/bulimia/other eating disorder","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1093","20002","both","20002_1093","Non-cancer illness code, self-reported: pulmonary embolism +/- dvt","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1382","20002","both","20002_1382","Non-cancer illness code, self-reported: sjogren's syndrome/sicca syndrome","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1294","20002","both","20002_1294","Non-cancer illness code, self-reported: back problem","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1094","20002","both","20002_1094","Non-cancer illness code, self-reported: deep venous thrombosis (dvt)","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1264","20002","both","20002_1264","Non-cancer illness code, self-reported: epilepsy","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1599","20002","both","20002_1599","Non-cancer illness code, self-reported: constipation","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1458","20002","both","20002_1458","Non-cancer illness code, self-reported: diverticular disease/diverticulitis","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1201","20002","both","20002_1201","Non-cancer illness code, self-reported: bladder problem (not cancer)","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1385","20002","both","20002_1385","Non-cancer illness code, self-reported: allergy or anaphylactic reaction to food","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1081","20002","both","20002_1081","Non-cancer illness code, self-reported: stroke","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1257","20002","both","20002_1257","Non-cancer illness code, self-reported: trapped nerve/compressed nerve","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1460","20002","both","20002_1460","Non-cancer illness code, self-reported: rectal or colon adenoma/polyps","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1651","20002","both","20002_1651","Non-cancer illness code, self-reported: fracture lower leg / ankle","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1500","20002","both","20002_1500","Non-cancer illness code, self-reported: vertigo","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1416","20002","both","20002_1416","Non-cancer illness code, self-reported: chronic sinusitis","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1476","20002","both","20002_1476","Non-cancer illness code, self-reported: sciatica","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1154","20002","both","20002_1154","Non-cancer illness code, self-reported: irritable bowel syndrome","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1312","20002","both","20002_1312","Non-cancer illness code, self-reported: prolapsed disc/slipped disc","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1331","20002","both","20002_1331","Non-cancer illness code, self-reported: pernicious anaemia","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1400","20002","both","20002_1400","Non-cancer illness code, self-reported: peptic ulcer","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1242","20002","both","20002_1242","Non-cancer illness code, self-reported: eye/eyelid problem","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1138","20002","both","20002_1138","Non-cancer illness code, self-reported: gastro-oesophageal reflux (gord) / gastric reflux","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1313","20002","both","20002_1313","Non-cancer illness code, self-reported: ankylosing spondylitis","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1377","20002","both","20002_1377","Non-cancer illness code, self-reported: polymyalgia rheumatica","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1504","20002","both","20002_1504","Non-cancer illness code, self-reported: anal fissure","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1275","20002","both","20002_1275","Non-cancer illness code, self-reported: retinal problem","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1598","20002","both","20002_1598","Non-cancer illness code, self-reported: tonsiltis","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1421","20002","both","20002_1421","Non-cancer illness code, self-reported: meniere's disease","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1165","20002","both","20002_1165","Non-cancer illness code, self-reported: pancreatitis","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1156","20002","both","20002_1156","Non-cancer illness code, self-reported: infective/viral hepatitis","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1608","20002","both","20002_1608","Non-cancer illness code, self-reported: nephritis","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1461","20002","both","20002_1461","Non-cancer illness code, self-reported: inflammatory bowel disease","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1677","20002","both","20002_1677","Non-cancer illness code, self-reported: scarlet fever / scarlatina","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1533","20002","both","20002_1533","Non-cancer illness code, self-reported: disc degeneration","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1462","20002","both","20002_1462","Non-cancer illness code, self-reported: crohns disease","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1067","20002","both","20002_1067","Non-cancer illness code, self-reported: peripheral vascular disease","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1457","20002","both","20002_1457","Non-cancer illness code, self-reported: duodenal ulcer","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1494","20002","both","20002_1494","Non-cancer illness code, self-reported: varicose veins","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1163","20002","both","20002_1163","Non-cancer illness code, self-reported: cholecystitis","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1405","20002","both","20002_1405","Non-cancer illness code, self-reported: other renal/kidney problem","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1287","20002","both","20002_1287","Non-cancer illness code, self-reported: anxiety/panic attacks","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1126","20002","both","20002_1126","Non-cancer illness code, self-reported: spontaneous pneumothorax/recurrent pneumothorax","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1135","20002","both","20002_1135","Non-cancer illness code, self-reported: stomach disorder","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1436","20002","both","20002_1436","Non-cancer illness code, self-reported: headaches (not migraine)","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1225","20002","both","20002_1225","Non-cancer illness code, self-reported: hyperthyroidism/thyrotoxicosis","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1309","20002","both","20002_1309","Non-cancer illness code, self-reported: osteoporosis","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1330","20002","both","20002_1330","Non-cancer illness code, self-reported: iron deficiency anaemia","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1614","20002","both","20002_1614","Non-cancer illness code, self-reported: stress","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1623","20002","both","20002_1623","Non-cancer illness code, self-reported: tennis elbow / lateral epicondylitis","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1502","20002","both","20002_1502","Non-cancer illness code, self-reported: appendicitis","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1297","20002","both","20002_1297","Non-cancer illness code, self-reported: muscle/soft tissue problem","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1291","20002","both","20002_1291","Non-cancer illness code, self-reported: mania/bipolar disorder/manic depression","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1415","20002","both","20002_1415","Non-cancer illness code, self-reported: ear/vestibular disorder","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1467","20002","both","20002_1467","Non-cancer illness code, self-reported: other joint disorder","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1646","20002","both","20002_1646","Non-cancer illness code, self-reported: fracture vertebra / crush fracture / vertebral collapse","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1407","20002","both","20002_1407","Non-cancer illness code, self-reported: burns","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1434","20002","both","20002_1434","Non-cancer illness code, self-reported: other neurological problem","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1251","20002","both","20002_1251","Non-cancer illness code, self-reported: spinal cord disorder","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1295","20002","both","20002_1295","Non-cancer illness code, self-reported: joint disorder","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1545","20002","both","20002_1545","Non-cancer illness code, self-reported: neck problem/injury","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1482","20002","both","20002_1482","Non-cancer illness code, self-reported: chronic fatigue syndrome","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1157","20002","both","20002_1157","Non-cancer illness code, self-reported: non-infective hepatitis","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1190","20002","both","20002_1190","Non-cancer illness code, self-reported: peritonitis","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1538","20002","both","20002_1538","Non-cancer illness code, self-reported: arthritis (nos)","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
"20002_1274","20002","both","20002_1274","Non-cancer illness code, self-reported: eye infection","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease","FALSE","FALSE","NA"
